#,BOROUGH,BLOCK,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,BUILDING CLASS AT TIME OF SALE,TAX CLASS AT TIME OF SALE,SALE PRICE
26892,5,1464,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,0,1,7125,2946,2016,A1,1,994829
26837,5,1472,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,0,1,6975,2946,2016,A1,1,997883
19074,5,2637,TRAVIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,3178,1314,2016,A1,1,559936
11314,5,2834,ARROCHAR-SHORE ACRES,01 ONE FAMILY DWELLINGS                    ,1,0,1,2336,920,2016,A1,1,378888
12654,5,2847,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2475,2242,2016,A1,1,530508
12164,5,2851,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2401,2151,2016,A1,1,560037
25698,5,3176,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,0,1,5350,625,2016,A1,1,931698
20632,5,3294,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,3761,2050,2016,A1,1,890968
20692,5,3294,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,3800,760,2016,A1,1,870603
21099,5,3331,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,2,0,2,3944,1040,2016,A1,1,804417
24269,5,3331,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,4601,2200,2016,A1,1,794233
24165,5,4023,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,1,0,1,4543,2980,2016,A1,1,826819
26692,5,4287,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,6586,2128,2016,A1,1,814600
22415,4,4550,BEECHHURST,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1998,2016,A1,1,1323725
24589,3,5099,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,12,0,12,4806,1684,2016,A1,1,1425000
19582,2,5888,RIVERDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,3336,1944,2016,A1,1,784052
19584,2,5888,RIVERDALE,01 ONE FAMILY DWELLINGS                    ,1,0,1,3337,2260,2016,A1,1,790000
24259,4,16278,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,0,1,4600,2664,2016,A1,1,2900000
21781,4,10859,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1320,2016,A2,1,570000
25806,5,243,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,5497,3504,2016,A3,1,962246
25583,5,298,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,5205,3605,2016,A3,1,855330
25440,5,298,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,5074,3511,2016,A3,1,794235
25399,5,298,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,5040,3511,2016,A3,1,794235
27542,5,4043,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,1,0,1,9757,2142,2016,A3,1,773870
25594,5,4676,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,1,0,1,5224,3398,2016,A3,1,840056
27616,5,6572,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,0,1,10000,4026,2016,A3,1,1476462
11001,5,85,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2300,1470,2016,A5,1,436020
11004,5,85,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2300,1484,2016,A5,1,424000
9946,5,310,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,2175,1705,2016,A5,1,384306
4415,5,310,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,1810,1836,2016,A5,1,420810
4458,5,310,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,0,1,1819,1069,2016,A5,1,420810
13391,5,462,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1500,2016,A5,1,507000
13392,5,462,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1500,2016,A5,1,595676
15792,5,721,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2610,1566,2016,A5,1,560037
15944,5,721,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2640,1566,2016,A5,1,550000
6430,5,809,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1200,2016,A5,1,481650
17585,5,2391,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2940,1617,2016,A5,1,570220
17739,5,2391,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2990,1617,2016,A5,1,569202
15135,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2532,1724,2016,A5,1,414726
1765,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,1534,1778,2016,A5,1,405498
1766,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,1534,1778,2016,A5,1,420810
9689,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,2139,1648,2016,A5,1,414726
1770,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,1534,1778,2016,A5,1,405498
1771,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,1534,1778,2016,A5,1,405498
1772,5,2873,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,0,1,1534,1778,2016,A5,1,430950
9949,5,3104,ARROCHAR,01 ONE FAMILY DWELLINGS                    ,1,0,1,2175,1934,2016,A5,1,590585
18666,5,3106,ARROCHAR,01 ONE FAMILY DWELLINGS                    ,1,0,1,3054,892,2016,A5,1,595000
22242,5,3108,ARROCHAR,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1795,2016,A5,1,381264
8645,5,3159,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2007,1356,2016,A5,1,572256
16101,5,3166,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2664,1830,2016,A5,1,518175
16483,5,3166,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2723,1830,2016,A5,1,529490
6409,5,3737,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1200,2016,A5,1,465426
5188,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1668,2016,A5,1,419666
5171,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5172,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5160,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
5161,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
5137,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
11614,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2375,1668,2016,A5,1,441761
20076,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,3516,1668,2016,A5,1,441761
5166,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1634,2016,A5,1,419666
5167,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1634,2016,A5,1,419666
5138,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5139,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5173,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5174,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5140,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5175,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5141,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5142,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5168,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1634,2016,A5,1,419666
5143,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5162,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
5144,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5145,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5176,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
9284,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2090,1662,2016,A5,1,441761
5169,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1634,2016,A5,1,419666
5170,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1634,2016,A5,1,419666
5146,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5177,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5178,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5147,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5148,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5149,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5150,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5151,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5163,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
11612,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2375,1640,2016,A5,1,441761
5182,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1640,2016,A5,1,419666
5152,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5153,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5164,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
5165,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1632,2016,A5,1,419666
5154,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5155,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5156,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5157,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5179,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5180,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5158,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
5181,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1638,2016,A5,1,419666
5159,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1606,2016,A5,1,419666
23961,3,4452,SPRING CREEK,01 ONE FAMILY DWELLINGS                    ,1,0,1,4470,1640,2016,A5,1,441761
16561,5,5612,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2740,2821,2016,A5,1,641497
23979,5,5612,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,0,1,4484,1908,2016,A5,1,722957
12494,3,6122,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2450,3216,2016,A5,1,1550000
14101,3,7875,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,2250,2016,A5,1,650000
27529,4,15600,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,0,1,9647,3203,2016,A5,1,895070
21019,4,1092,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,3900,1440,2016,B1,1,1120075
4255,3,1493,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2430,2016,B1,1,1365000
12665,3,4123,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2476,2224,2016,B1,1,832928
3255,3,4212,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1746,2663,2016,B1,1,775000
8111,3,4332,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3024,2016,B1,1,735000
18382,3,4527,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,3000,2500,2016,B1,1,656931
17249,2,4580,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2856,2898,2016,B1,1,745000
4300,2,4580,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2898,2016,B1,1,742304
4301,2,4580,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2898,2016,B1,1,735000
4302,2,4580,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2898,2016,B1,1,748413
21990,4,5442,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,1520,2016,B1,1,2087412
26581,5,5717,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,6300,3026,2016,B1,1,972428
26582,5,5717,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,6300,3026,2016,B1,1,966319
26583,5,5717,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,6300,3026,2016,B1,1,966319
25265,4,10376,HOLLIS,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,3276,2016,B1,1,865112
19090,5,37,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3185,2180,2016,B2,1,712775
19091,5,37,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3185,2180,2016,B2,1,712775
25139,5,41,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,2246,2016,B2,1,702592
24375,5,149,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,2,1,2,4703,2208,2016,B2,1,656771
27207,5,151,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,7880,2291,2016,B2,1,702592
23187,5,157,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,4059,3394,2016,B2,1,711756
23188,5,157,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,4059,3394,2016,B2,1,711643
19466,5,232,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3300,2172,2016,B2,1,753505
2745,3,1830,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,3334,2016,B2,1,2395000
23170,5,2224,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,2,0,2,4050,1760,2016,B2,1,778961
23171,5,2224,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,2,0,2,4050,1760,2016,B2,1,778961
20856,5,2851,ROSEBANK,02 TWO FAMILY DWELLINGS                    ,2,0,2,3822,2259,2016,B2,1,641497
21113,5,2873,STAPLETON-CLIFTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3957,2525,2016,B2,1,470000
24510,5,3292,DONGAN HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4774,1517,2016,B2,1,987702
25284,5,3316,DONGAN HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,3685,2016,B2,1,914388
25285,5,3316,DONGAN HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,3685,2016,B2,1,915406
24280,5,4031,NEW DORP,02 TWO FAMILY DWELLINGS                    ,2,0,2,4619,3891,2016,B2,1,865512
24326,5,4031,NEW DORP,02 TWO FAMILY DWELLINGS                    ,2,0,2,4658,940,2016,B2,1,865512
21194,5,4245,NEW DORP,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,650,2016,B2,1,809508
18139,4,4666,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,2,0,2,3000,1680,2016,B2,1,1400093
18140,4,4666,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,2,0,2,3000,1680,2016,B2,1,1375000
23772,5,5212,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4342,2455,2016,B2,1,854311
22851,5,5277,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,2650,2016,B2,1,850000
22852,5,5277,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,2650,2016,B2,1,874676
23355,4,5355,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,4125,1692,2016,B2,1,1710660
21510,5,6235,ANNADALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,1128,2016,B2,1,884859
22788,5,6281,ANNADALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,2460,2016,B2,1,864494
25502,5,6523,ANNADALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,5121,2363,2016,B2,1,885775
24291,5,6670,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,4621,1288,2016,B2,1,885876
19959,4,6727,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,3500,1050,2016,B2,1,1527375
25938,5,6841,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,2,0,2,5640,1323,2016,B2,1,1160805
24693,5,6907,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,4900,2656,2016,B2,1,880786
23386,5,7045,ROSSVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,4150,2101,2016,B2,1,910000
21942,5,7741,PLEASANT PLAINS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4000,1482,2016,B2,1,844129
24199,4,8351,LITTLE NECK,02 TWO FAMILY DWELLINGS                    ,2,0,2,4567,3062,2016,B2,1,1170987
18849,4,10385,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,2,0,2,3107,1852,2016,B2,1,680400
18313,4,12251,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,3000,2100,2016,B2,1,748413
24092,4,13098,LAURELTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,4500,2548,2016,B2,1,763687
24702,4,13354,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4906,2400,2016,B2,1,750000
24298,4,13354,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,4627,2400,2016,B2,1,715000
20351,4,13661,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,3640,2200,2016,B2,1,775000
19079,4,16005,ARVERNE,02 TWO FAMILY DWELLINGS                    ,2,0,2,3179,2103,2016,B2,1,481500
11336,5,6979,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,2340,1800,2016,B9,1,626233
11319,5,6979,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,2337,1800,2016,B9,1,609931
11320,5,6979,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,2337,1800,2016,B9,1,609931
11068,5,6979,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,2,0,2,2300,1800,2016,B9,1,609931
8911,3,4101,CYPRESS HILLS,03 THREE FAMILY DWELLINGS                  ,3,1,3,2038,375,2016,C0,1,900000
16819,3,4101,CYPRESS HILLS,03 THREE FAMILY DWELLINGS                  ,3,0,3,2795,3007,2016,C0,1,900000
17299,3,4105,CYPRESS HILLS,03 THREE FAMILY DWELLINGS                  ,3,1,3,2868,4800,2016,C0,1,278000
5574,3,6435,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,3,0,3,1938,2840,2016,C0,1,1456097
23808,3,7166,GRAVESEND,03 THREE FAMILY DWELLINGS                  ,3,0,3,4368,2992,2016,C0,1,1352236
25130,2,4433,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,15,0,15,5000,2200,2016,C1,2,4100000
